annee,code_iris,nom_iris,numero_de_voie,indice_de_repetition,type_de_voie,libelle_de_voie,code_commune,nom_commune,segment_de_client,nombre_de_logements,consommation_annuelle_totale_de_l_adresse_mwh,consommation_annuelle_moyenne_par_site_de_l_adresse_mwh,consommation_annuelle_moyenne_de_la_commune_mwh,code_epci,code_departement,code_region
2023,930700102,Secteur 2,1,,RUE,RABELAIS,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,11,16.323,1.484,2.556,200054781,93,11
2023,930700111,Secteur 11,5,,RUE,RASPAIL,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,13,30.483,2.345,2.556,200054781,93,11
2023,930700111,Secteur 11,4,,RUE,RASPAIL,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,19,49.473,2.604,2.556,200054781,93,11
2023,930700109,Secteur 9,3,,RUE,SIMONE VEIL,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,55,69.911,1.271,2.556,200054781,93,11
2023,930700109,Secteur 9,74,,BOULEVARD,VICTOR HUGO,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,38,47.047,1.238,2.556,200054781,93,11
2023,930700109,Secteur 9,62,,BOULEVARD,VICTOR HUGO,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,32,41.772,1.305,2.556,200054781,93,11
2023,930700109,Secteur 9,132,,BOULEVARD,VICTOR HUGO,93070,Saint-Ouen-sur-Seine,RESIDENTIEL,24,45.29,1.887,2.556,200054781,93,11
2023,505320000,Saint-Pair-sur-Mer (commune non irisée),5,,RUE,DE LA PLAGE,50532,Saint-Pair-sur-Mer,RESIDENTIEL,19,14.97,0.788,4.174,200042604,50,28
2023,505320000,Saint-Pair-sur-Mer (commune non irisée),120,,RUE,DES GUIFETTES,50532,Saint-Pair-sur-Mer,RESIDENTIEL,18,25.004,1.389,4.174,200042604,50,28
2023,505320000,Saint-Pair-sur-Mer (commune non irisée),56,,RUE,JACQUES YVES COUSTEAU,50532,Saint-Pair-sur-Mer,RESIDENTIEL,22,25.981,1.181,4.174,200042604,50,28
2023,173800000,Saint-Palais-sur-Mer (commune non irisée),23,,PLACE,DE L OCEAN,17380,Saint-Palais-sur-Mer,RESIDENTIEL,19,21.449,1.129,3.796,241700640,17,75
2023,173800000,Saint-Palais-sur-Mer (commune non irisée),18,,RUE,DE LA CORVETTE,17380,Saint-Palais-sur-Mer,RESIDENTIEL,37,45.235,1.223,3.796,241700640,17,75
2023,173800000,Saint-Palais-sur-Mer (commune non irisée),89,,AVENUE,DE LA GRANDE COTE,17380,Saint-Palais-sur-Mer,RESIDENTIEL,17,19.829,1.166,3.796,241700640,17,75
2023,173800000,Saint-Palais-sur-Mer (commune non irisée),70,,CORNICHE,DE NAUZAN,17380,Saint-Palais-sur-Mer,RESIDENTIEL,16,25.766,1.61,3.796,241700640,17,75
2023,173800000,Saint-Palais-sur-Mer (commune non irisée),14,,RUE,DES VERDIERS,17380,Saint-Palais-sur-Mer,RESIDENTIEL,24,31.425,1.309,3.796,241700640,17,75
2023,173800000,Saint-Palais-sur-Mer (commune non irisée),9,,RUE,DU BOIS DU ROY,17380,Saint-Palais-sur-Mer,RESIDENTIEL,31,36.113,1.165,3.796,241700640,17,75
2023,192290000,Saint-Pantaléon-de-Larche (commune non irisée),110,,BOULEVARD,ORIMONT DE FELETZ,19229,Saint-Pantaléon-de-Larche,RESIDENTIEL,129,384.89,2.984,4.978,200043172,19,75
2023,103570000,Saint-Parres-aux-Tertres (commune non irisée),3,,RUE,HENRI BERTHELOT,10357,Saint-Parres-aux-Tertres,RESIDENTIEL,10,12.193,1.219,5.117,200069250,10,44
2023,723080000,Saint-Paterne - Le Chevain (commune non irisée),11,,RUE,DU BOURG L ABBE,72308,Saint-Paterne - Le Chevain,RESIDENTIEL,31,30.445,0.982,5.507,246100663,72,52
2023,774300000,Saint-Pathus (commune non irisée),24,,RUE,DE LA PLANCHETTE,77430,Saint-Pathus,RESIDENTIEL,13,59.656,4.589,6.132,200033090,77,11
2023,774300000,Saint-Pathus (commune non irisée),11,,RUE,DE LAGNY,77430,Saint-Pathus,RESIDENTIEL,14,27.116,1.937,6.132,200033090,77,11
2023,774300000,Saint-Pathus (commune non irisée),9007,,FERME,DE NOEFORT,77430,Saint-Pathus,RESIDENTIEL,18,105.391,5.855,6.132,200033090,77,11
2023,774300000,Saint-Pathus (commune non irisée),23,,RUE,DE NOEFORT,77430,Saint-Pathus,RESIDENTIEL,31,48.306,1.558,6.132,200033090,77,11
2023,774300000,Saint-Pathus (commune non irisée),21,,RUE,DES SOURCES,77430,Saint-Pathus,RESIDENTIEL,10,41.82,4.182,6.132,200033090,77,11
2023,774300000,Saint-Pathus (commune non irisée),2,,RUE,JULES RENARD,77430,Saint-Pathus,RESIDENTIEL,19,19.67,1.035,6.132,200033090,77,11
2023,402790101,Mairie-Albine,110,,RUE,CAMILLE CLAUDEL,40279,Saint-Paul-lès-Dax,RESIDENTIEL,37,103.937,2.809,3.964,244000675,40,75
2023,402790103,Lac-La Pince,448,,ALLEE,DE CHRISTUS,40279,Saint-Paul-lès-Dax,RESIDENTIEL,49,110.897,2.263,3.964,244000675,40,75
2023,402790101,Mairie-Albine,21,B,RUE,DE LAILLETAS,40279,Saint-Paul-lès-Dax,RESIDENTIEL,18,53.397,2.966,3.964,244000675,40,75
2023,402790105,Bourg Est,1,B,BOULEVARD,DE LATTRE DE TASSIGNY,40279,Saint-Paul-lès-Dax,RESIDENTIEL,14,43.782,3.127,3.964,244000675,40,75
2023,402790101,Mairie-Albine,175,,RUE,DES FAUVETTES,40279,Saint-Paul-lès-Dax,RESIDENTIEL,12,40.875,3.406,3.964,244000675,40,75
2023,402790101,Mairie-Albine,181,,RUE,DES MESANGES,40279,Saint-Paul-lès-Dax,RESIDENTIEL,27,123.086,4.559,3.964,244000675,40,75
2023,402790105,Bourg Est,3,,RUE,DES MIMOSAS,40279,Saint-Paul-lès-Dax,RESIDENTIEL,20,62.414,3.121,3.964,244000675,40,75
2023,402790102,Bourg Sud,1,B,IMPASSE,DES ROSIERS,40279,Saint-Paul-lès-Dax,RESIDENTIEL,21,64.777,3.085,3.964,244000675,40,75
2023,402790102,Bourg Sud,16,,AVENUE,NAPOLEON 1ER PROLONGEE,40279,Saint-Paul-lès-Dax,RESIDENTIEL,19,31.92,1.68,3.964,244000675,40,75
2023,402790101,Mairie-Albine,9,B,RUE,PASTEUR,40279,Saint-Paul-lès-Dax,RESIDENTIEL,29,57.576,1.985,3.964,244000675,40,75
2023,402790104,Écarts Nord,81,,VOIE,PRIVEE DES FAONS,40279,Saint-Paul-lès-Dax,RESIDENTIEL,10,36.755,3.676,3.964,244000675,40,75
2023,402790104,Écarts Nord,28,,RUE,VOLTAIRE,40279,Saint-Paul-lès-Dax,RESIDENTIEL,11,39.605,3.6,3.964,244000675,40,75
2023,263240102,Est,5,,AVENUE,CHARLES CHAUSY,26324,Saint-Paul-Trois-Châteaux,RESIDENTIEL,16,69.601,4.35,6.23,200042901,26,84
2023,263240103,Ouest,29,,AVENUE,DU GENERAL DE GAULLE,26324,Saint-Paul-Trois-Châteaux,RESIDENTIEL,18,83.332,4.63,6.23,200042901,26,84
2023,732700000,Saint-Pierre-d'Albigny (commune non irisée),310,,ALLEE,DES MONTS,73270,Saint-Pierre-d'Albigny,RESIDENTIEL,15,27.492,1.833,4.605,200041010,73,84
2023,644960000,Saint-Pierre-d'Irube (commune non irisée),6,,PLACE,BERRI,64496,Saint-Pierre-d'Irube,RESIDENTIEL,10,15.909,1.591,3.899,200067106,64,75
2023,644960000,Saint-Pierre-d'Irube (commune non irisée),6,,ALLEE,SALVAT HARDOY,64496,Saint-Pierre-d'Irube,RESIDENTIEL,20,83.799,4.19,3.899,200067106,64,75
2023,173850101,Bourg Saint-Pierre,25,,ROUTE,D ARCEAU,17385,Saint-Pierre-d'Oléron,RESIDENTIEL,53,226.505,4.274,4.103,241700624,17,75
2023,173850102,Côte Ouest,7,,RUE,DES COUTURES,17385,Saint-Pierre-d'Oléron,RESIDENTIEL,11,53.26,4.842,4.103,241700624,17,75
2023,173850103,Les Écarts,14,,RUE,DU CHATEAU,17385,Saint-Pierre-d'Oléron,RESIDENTIEL,10,32.688,3.269,4.103,241700624,17,75
2023,692890000,Saint-Pierre-de-Chandieu (commune non irisée),9,B,RUE,DE FRINDEAU,69289,Saint-Pierre-de-Chandieu,RESIDENTIEL,10,16.327,1.633,6.169,246900575,69,84
2023,692890000,Saint-Pierre-de-Chandieu (commune non irisée),92,,ROUTE,DE GIVORS,69289,Saint-Pierre-de-Chandieu,RESIDENTIEL,13,31.38,2.414,6.169,246900575,69,84
2023,372330107,Centre,45,B,AVENUE,DE LA REPUBLIQUE,37233,Saint-Pierre-des-Corps,RESIDENTIEL,11,49.352,4.487,2.75,243700754,37,24
2023,372330102,Bords de Loire Grand Mail,10,,ALLEE,DU GRAND MAIL,37233,Saint-Pierre-des-Corps,RESIDENTIEL,56,77.374,1.382,2.75,243700754,37,24
2023,372330107,Centre,20,,RUE,FABIENNE LANDY,37233,Saint-Pierre-des-Corps,RESIDENTIEL,10,15.344,1.534,2.75,243700754,37,24
2023,372330101,Ouest,29,,RUE,HOCHE,37233,Saint-Pierre-des-Corps,RESIDENTIEL,27,49.784,1.844,2.75,243700754,37,24
2023,372330103,Allées,7,,RUE,JACQUES VIGIER,37233,Saint-Pierre-des-Corps,RESIDENTIEL,20,37.225,1.861,2.75,243700754,37,24
2023,372330103,Allées,3,,RUE,JACQUES VIGIER,37233,Saint-Pierre-des-Corps,RESIDENTIEL,10,15.206,1.521,2.75,243700754,37,24
2023,372330102,Bords de Loire Grand Mail,33,,BOULEVARD,JEAN JAURES,37233,Saint-Pierre-des-Corps,RESIDENTIEL,20,23.234,1.162,2.75,243700754,37,24
2023,372330104,Aubrière Jean Jaurès,29,,BOULEVARD,JEAN JAURES,37233,Saint-Pierre-des-Corps,RESIDENTIEL,86,128.16,1.49,2.75,243700754,37,24
2023,372330106,Est,43,,AVENUE,LENINE,37233,Saint-Pierre-des-Corps,RESIDENTIEL,10,33.963,3.396,2.75,243700754,37,24
2023,372330107,Centre,199,,AVENUE,STALINGRAD,37233,Saint-Pierre-des-Corps,RESIDENTIEL,10,11.172,1.117,2.75,243700754,37,24
2023,402810101,Ouest-Centre Ville,189,,AVENUE,CAMILLE CLAUDEL,40281,Saint-Pierre-du-Mont,RESIDENTIEL,59,198.425,3.363,4.354,244000808,40,75
2023,402810102,Lamoustey,18,,RUE,DE L ILE DE FRANCE,40281,Saint-Pierre-du-Mont,RESIDENTIEL,36,47.776,1.327,4.354,244000808,40,75
2023,402810101,Ouest-Centre Ville,53,,RUE,MARIE CURIE,40281,Saint-Pierre-du-Mont,RESIDENTIEL,11,48.385,4.399,4.354,244000808,40,75
2023,402810101,Ouest-Centre Ville,245,,RUE,PENARDIERE,40281,Saint-Pierre-du-Mont,RESIDENTIEL,19,26.17,1.377,4.354,244000808,40,75
2023,915730101,Iris 1,3,,RUE,ANTONIO VIVALDI,91573,Saint-Pierre-du-Perray,RESIDENTIEL,42,64.777,1.542,3.777,200059228,91,11
2023,915730106,Iris 6,5,,RUE,DES CYGNES,91573,Saint-Pierre-du-Perray,RESIDENTIEL,21,37.313,1.777,3.777,200059228,91,11
2023,915730106,Iris 6,2,,RUE,DES CYGNES,91573,Saint-Pierre-du-Perray,RESIDENTIEL,28,46.066,1.645,3.777,200059228,91,11
2023,915730106,Iris 6,19,,RUE,DES PETITS PRES,91573,Saint-Pierre-du-Perray,RESIDENTIEL,25,28.309,1.132,3.777,200059228,91,11
2023,915730103,Iris 3,5,,RUE,DU BARON LACAZE,91573,Saint-Pierre-du-Perray,RESIDENTIEL,15,19.895,1.326,3.777,200059228,91,11
2023,915730103,Iris 3,2,,RUE,DU BARON LACAZE,91573,Saint-Pierre-du-Perray,RESIDENTIEL,19,22.066,1.161,3.777,200059228,91,11
2023,915730102,Iris 2,14,,RUE,DU COMMERCE,91573,Saint-Pierre-du-Perray,RESIDENTIEL,18,45.179,2.51,3.777,200059228,91,11
2023,915730101,Iris 1,7,,AVENUE,LOUIS LACHENAL,91573,Saint-Pierre-du-Perray,RESIDENTIEL,39,80.909,2.075,3.777,200059228,91,11
2023,742500102,Centre Est,65,,RUE,DE LA POSTE,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,19,27.435,1.444,4.259,247400724,74,84
2023,742500101,Ouest,67,,PLACE,DES ARCADES,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,18,19.228,1.068,4.259,247400724,74,84
2023,742500101,Ouest,194,,IMPASSE,DES CYCLADES,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,16,23.874,1.492,4.259,247400724,74,84
2023,742500102,Centre Est,41,,IMPASSE,DES MAGNOLIAS,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,10,21.96,2.196,4.259,247400724,74,84
2023,742500102,Centre Est,180,,IMPASSE,DES MAGNOLIAS,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,31,47.423,1.53,4.259,247400724,74,84
2023,742500102,Centre Est,56,,AVENUE,DES PIERRINES,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,14,78.532,5.609,4.259,247400724,74,84
2023,742500101,Ouest,84,,IMPASSE,DES TERRIOLETS,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,10,25.339,2.534,4.259,247400724,74,84
2023,742500101,Ouest,446,,RUE,SAINT MAURICE,74250,Saint-Pierre-en-Faucigny,RESIDENTIEL,24,13.945,0.581,4.259,247400724,74,84
2023,692310000,Saint-Pierre-la-Palud (commune non irisée),16,B,RUE,DES ROCHES,69231,Saint-Pierre-la-Palud,RESIDENTIEL,11,17.397,1.582,5.912,246900625,69,84
2023,766400102,Sud-Ouest,50,,RUE,AUX SAULNIERS,76640,Saint-Pierre-lès-Elbeuf,RESIDENTIEL,15,23.073,1.538,3.934,200023414,76,28
2023,766400102,Sud-Ouest,12,,RUE,ROBERT SCHUMAN,76640,Saint-Pierre-lès-Elbeuf,RESIDENTIEL,28,192.919,6.89,3.934,200023414,76,28
2023,774310102,Est Nord-Ouest,90,,AVENUE,CARNOT,77431,Saint-Pierre-lès-Nemours,RESIDENTIEL,13,111.508,8.578,5.202,200023240,77,11
2023,292590102,Zone Urbaine et Nord,15,,PLACE,DE L EVECHE,29259,Saint-Pol-de-Léon,RESIDENTIEL,25,93.384,3.735,3.925,200067072,29,53
2023,292590102,Zone Urbaine et Nord,17,,RUE,DU DOURIC,29259,Saint-Pol-de-Léon,RESIDENTIEL,69,106.586,1.545,3.925,200067072,29,53
2023,627670101,Nord,34,,RUE,DE ROSEMONT,62767,Saint-Pol-sur-Ternoise,RESIDENTIEL,27,96.847,3.587,3.634,200069672,62,32
2023,627670102,Sud,1,,RUE,DU 19 MARS 1962,62767,Saint-Pol-sur-Ternoise,RESIDENTIEL,16,47.264,2.954,3.634,200069672,62,32
2023,692900301,Cité Berliet-La Gare,45,,,8E RUE,69290,Saint-Priest,RESIDENTIEL,57,96.517,1.693,3.01,200046977,69,84
2023,692900103,Diderot-Aliende,73,,RUE,ANATOLE FRANCE,69290,Saint-Priest,RESIDENTIEL,28,42.074,1.503,3.01,200046977,69,84
2023,692900301,Cité Berliet-La Gare,19,,RUE,ARISTIDE BRIAND,69290,Saint-Priest,RESIDENTIEL,13,29.224,2.248,3.01,200046977,69,84
2023,692900602,Village Est,10,,IMPASSE,BEAUVALLON,69290,Saint-Priest,RESIDENTIEL,16,22.604,1.413,3.01,200046977,69,84
2023,692900401,Bel-Air 1,4,,RUE,BEL AIR,69290,Saint-Priest,RESIDENTIEL,15,32.092,2.139,3.01,200046977,69,84
2023,692900502,Revaison Est,16,,AVENUE,CHARLES DE GAULLE,69290,Saint-Priest,RESIDENTIEL,10,21.625,2.163,3.01,200046977,69,84
2023,692900601,Village Ouest,16,,RUE,CHARLES RAVAT,69290,Saint-Priest,RESIDENTIEL,10,18.977,1.898,3.01,200046977,69,84
2023,692900302,Garibaldi,15,,RUE,CHRYSOSTOME,69290,Saint-Priest,RESIDENTIEL,22,98.644,4.484,3.01,200046977,69,84
2023,692900103,Diderot-Aliende,8,,RUE,CITE DE L ABBE PIERRE,69290,Saint-Priest,RESIDENTIEL,10,22.062,2.206,3.01,200046977,69,84
2023,692900402,Bel-Air 2,112,,PLACE,CLAUDE FARRERE,69290,Saint-Priest,RESIDENTIEL,48,88.58,1.845,3.01,200046977,69,84
2023,692900402,Bel-Air 2,110,,PLACE,CLAUDE FARRERE,69290,Saint-Priest,RESIDENTIEL,48,87.228,1.817,3.01,200046977,69,84
2023,692900402,Bel-Air 2,7,,RUE,CLAUDE FARRERE,69290,Saint-Priest,RESIDENTIEL,21,44.85,2.136,3.01,200046977,69,84
2023,692900104,Colette-Plaine de Sayte,30,,RUE,COLETTE,69290,Saint-Priest,RESIDENTIEL,11,19.032,1.73,3.01,200046977,69,84
2023,692900104,Colette-Plaine de Sayte,28,,RUE,COLETTE,69290,Saint-Priest,RESIDENTIEL,11,20.828,1.893,3.01,200046977,69,84
2023,692900601,Village Ouest,2,,RUE,DANTON,69290,Saint-Priest,RESIDENTIEL,16,87.351,5.459,3.01,200046977,69,84
2023,692900401,Bel-Air 1,18,,RUE,DE LA CORDIERE,69290,Saint-Priest,RESIDENTIEL,111,132.802,1.196,3.01,200046977,69,84
2023,692900201,Fouillouse,24,,CHEMIN,DE LA FOUILLOUSE,69290,Saint-Priest,RESIDENTIEL,12,96.295,8.025,3.01,200046977,69,84
2023,692900701,Porte des Alpes,9,,ALLEE,DE LA SARRIETTE,69290,Saint-Priest,RESIDENTIEL,12,27.476,2.29,3.01,200046977,69,84
2023,692900701,Porte des Alpes,10,,ALLEE,DE LA SAUGE,69290,Saint-Priest,RESIDENTIEL,15,25.319,1.688,3.01,200046977,69,84
2023,692900701,Porte des Alpes,9,,ALLEE,DE LA VERVEINE,69290,Saint-Priest,RESIDENTIEL,12,19.698,1.641,3.01,200046977,69,84
2023,692900701,Porte des Alpes,60,,CHEMIN,DE REVAISON,69290,Saint-Priest,RESIDENTIEL,17,23.738,1.396,3.01,200046977,69,84
2023,692900302,Garibaldi,1,,BOULEVARD,DES MUGUETS,69290,Saint-Priest,RESIDENTIEL,51,88.285,1.731,3.01,200046977,69,84
2023,692900302,Garibaldi,30,,BOULEVARD,DES ROSES,69290,Saint-Priest,RESIDENTIEL,12,18.541,1.545,3.01,200046977,69,84
2023,692900302,Garibaldi,28,,BOULEVARD,DES ROSES,69290,Saint-Priest,RESIDENTIEL,13,30.237,2.326,3.01,200046977,69,84
2023,692900701,Porte des Alpes,41,,AVENUE,DES TEMPS MODERNES,69290,Saint-Priest,RESIDENTIEL,14,22.453,1.604,3.01,200046977,69,84
2023,692900401,Bel-Air 1,14,,RUE,DU 8 MAI 1945,69290,Saint-Priest,RESIDENTIEL,18,30.312,1.684,3.01,200046977,69,84
2023,692900401,Bel-Air 1,12,,RUE,DU 8 MAI 1945,69290,Saint-Priest,RESIDENTIEL,16,22.822,1.426,3.01,200046977,69,84
2023,692900301,Cité Berliet-La Gare,6,,ALLEE,ETIENNE CLEMENTEL,69290,Saint-Priest,RESIDENTIEL,18,86.564,4.809,3.01,200046977,69,84
2023,692900402,Bel-Air 2,3,,RUE,FRANCOIS MANSART,69290,Saint-Priest,RESIDENTIEL,16,16.392,1.025,3.01,200046977,69,84
2023,692900402,Bel-Air 2,2,,RUE,FRANCOIS MANSART,69290,Saint-Priest,RESIDENTIEL,23,38.655,1.681,3.01,200046977,69,84
2023,692900601,Village Ouest,15,,BOULEVARD,FRANCOIS REYMOND,69290,Saint-Priest,RESIDENTIEL,16,36.628,2.289,3.01,200046977,69,84
2023,692900601,Village Ouest,55,,RUE,GAMBETTA,69290,Saint-Priest,RESIDENTIEL,10,36.037,3.604,3.01,200046977,69,84
2023,692900302,Garibaldi,37,,RUE,GARIBALDI,69290,Saint-Priest,RESIDENTIEL,22,31.363,1.426,3.01,200046977,69,84
2023,692900402,Bel-Air 2,21,,RUE,HENRI BARBUSSE,69290,Saint-Priest,RESIDENTIEL,10,20.046,2.005,3.01,200046977,69,84
2023,692900403,Bel-Air 3,1,,RUE,HENRI BORDEAUX,69290,Saint-Priest,RESIDENTIEL,20,38.051,1.903,3.01,200046977,69,84
2023,692900101,Bellevue,39,,RUE,HENRI MARECHAL,69290,Saint-Priest,RESIDENTIEL,27,37.404,1.385,3.01,200046977,69,84
2023,692900301,Cité Berliet-La Gare,1,,RUE,HENRI VERNEUIL,69290,Saint-Priest,RESIDENTIEL,18,31.739,1.763,3.01,200046977,69,84
2023,692900601,Village Ouest,17,,PLACE,JACQUES REYNAUD,69290,Saint-Priest,RESIDENTIEL,27,50.175,1.858,3.01,200046977,69,84
2023,692900403,Bel-Air 3,4,,PLACE,JEAN FRANCOIS MILLET,69290,Saint-Priest,RESIDENTIEL,40,81.362,2.034,3.01,200046977,69,84
2023,692900103,Diderot-Aliende,89,,AVENUE,JEAN JAURES,69290,Saint-Priest,RESIDENTIEL,17,33.026,1.943,3.01,200046977,69,84
2023,692900103,Diderot-Aliende,85,,AVENUE,JEAN JAURES,69290,Saint-Priest,RESIDENTIEL,20,41.916,2.096,3.01,200046977,69,84
2023,692900103,Diderot-Aliende,83,,AVENUE,JEAN JAURES,69290,Saint-Priest,RESIDENTIEL,45,75.048,1.668,3.01,200046977,69,84
2023,692900102,Alpes,71,,AVENUE,JEAN JAURES,69290,Saint-Priest,RESIDENTIEL,81,136.829,1.689,3.01,200046977,69,84
2023,692900105,Herriot-Carré Rostand,1,,RUE,JOAN MIRO,69290,Saint-Priest,RESIDENTIEL,26,66.461,2.556,3.01,200046977,69,84
2023,692900405,Ménival-Clairon,24,,RUE,JULES FERRY,69290,Saint-Priest,RESIDENTIEL,24,49.138,2.047,3.01,200046977,69,84
2023,692900105,Herriot-Carré Rostand,22,,RUE,JULES FERRY,69290,Saint-Priest,RESIDENTIEL,18,33.168,1.843,3.01,200046977,69,84
2023,692900602,Village Est,16,,RUE,JULES FERRY,69290,Saint-Priest,RESIDENTIEL,18,45.899,2.55,3.01,200046977,69,84
2023,692900102,Alpes,35,,RUE,JULIETTE RECAMIER,69290,Saint-Priest,RESIDENTIEL,16,23.966,1.498,3.01,200046977,69,84
2023,692900401,Bel-Air 1,3,,RUE,LAURENT BONNEVAY,69290,Saint-Priest,RESIDENTIEL,13,25.032,1.926,3.01,200046977,69,84
2023,692900405,Ménival-Clairon,3,,RUE,LOUIS BRAILLE,69290,Saint-Priest,RESIDENTIEL,18,28.129,1.563,3.01,200046977,69,84
2023,692900103,Diderot-Aliende,34,,RUE,MARECHAL LECLERC,69290,Saint-Priest,RESIDENTIEL,42,185.568,4.418,3.01,200046977,69,84
2023,692900101,Bellevue,33,,RUE,MARECHAL LECLERC,69290,Saint-Priest,RESIDENTIEL,19,28.841,1.518,3.01,200046977,69,84
2023,692900105,Herriot-Carré Rostand,5,,RUE,MARTIN LUTHER KING,69290,Saint-Priest,RESIDENTIEL,17,28.174,1.657,3.01,200046977,69,84
2023,692900105,Herriot-Carré Rostand,1,,RUE,MARTIN LUTHER KING,69290,Saint-Priest,RESIDENTIEL,19,33.529,1.765,3.01,200046977,69,84
2023,692900102,Alpes,2,,PLACE,MOLIERE,69290,Saint-Priest,RESIDENTIEL,43,175.0,4.07,3.01,200046977,69,84
2023,692900301,Cité Berliet-La Gare,15,,RUE,PIERRE SEMARD,69290,Saint-Priest,RESIDENTIEL,13,25.213,1.939,3.01,200046977,69,84
2023,692900301,Cité Berliet-La Gare,10,,RUE,ROMY SCHNEIDER,69290,Saint-Priest,RESIDENTIEL,38,73.978,1.947,3.01,200046977,69,84
2023,422750101,Est,6,,IMPASSE,CURIE,42275,Saint-Priest-en-Jarez,RESIDENTIEL,11,11.916,1.083,3.137,244200770,42,84
2023,422750101,Est,4,,IMPASSE,CURIE,42275,Saint-Priest-en-Jarez,RESIDENTIEL,14,17.775,1.27,3.137,244200770,42,84
2023,422750101,Est,10,,RUE,DES ACACIAS,42275,Saint-Priest-en-Jarez,RESIDENTIEL,12,16.166,1.347,3.137,244200770,42,84
2023,422750101,Est,45,,RUE,DES BIERCES,42275,Saint-Priest-en-Jarez,RESIDENTIEL,11,13.541,1.231,3.137,244200770,42,84
2023,422750101,Est,14,,RUE,DES CARRIERES,42275,Saint-Priest-en-Jarez,RESIDENTIEL,12,13.869,1.156,3.137,244200770,42,84
2023,422750101,Est,9,,IMPASSE,DES TILLEULS,42275,Saint-Priest-en-Jarez,RESIDENTIEL,10,13.628,1.363,3.137,244200770,42,84
2023,422750102,Ouest,12,,AVENUE,PIERRE MENDES FRANCE,42275,Saint-Priest-en-Jarez,RESIDENTIEL,84,402.102,4.787,3.137,244200770,42,84
2023,384480000,Saint-Prim (commune non irisée),99,,RUE,DU VILLAGE,38448,Saint-Prim,RESIDENTIEL,15,68.541,4.569,7.274,200085751,38,84
2023,072890000,Saint-Privat (commune non irisée),1,,RUE,DES BOCHIERES,07289,Saint-Privat,RESIDENTIEL,13,79.863,6.143,5.228,200073245,07,84
2023,452980101,Cd-Loiret - Bel-Air,9,B,RUE,DE BEL AIR,45298,Saint-Pryvé-Saint-Mesmin,RESIDENTIEL,18,26.5,1.472,4.706,244500468,45,24
2023,452980102,Loire-Cd - La Saussaye - Saint-Nicolas,1,,RUE,DES 3 CHEMINEES,45298,Saint-Pryvé-Saint-Mesmin,RESIDENTIEL,35,40.664,1.162,4.706,244500468,45,24
2023,072810101,Nord-Ouest,14,A,AVENUE,VICTOR TASSINI,07281,Saint-Péray,RESIDENTIEL,40,61.311,1.533,4.928,200041366,07,84
2023,223250000,Saint-Quay-Portrieux (commune non irisée),1,,AVENUE,DE LA COMTESSE,22325,Saint-Quay-Portrieux,RESIDENTIEL,54,155.494,2.88,3.178,200069409,22,53
2023,223250000,Saint-Quay-Portrieux (commune non irisée),6,,RUE,DE LA COMTESSE,22325,Saint-Quay-Portrieux,RESIDENTIEL,19,55.382,2.915,3.178,200069409,22,53
2023,223250000,Saint-Quay-Portrieux (commune non irisée),12,,RUE,DES ECOLES,22325,Saint-Quay-Portrieux,RESIDENTIEL,35,33.601,0.96,3.178,200069409,22,53
2023,223250000,Saint-Quay-Portrieux (commune non irisée),46,,BOULEVARD,DU GENERAL DE GAULLE,22325,Saint-Quay-Portrieux,RESIDENTIEL,34,95.661,2.814,3.178,200069409,22,53
2023,223250000,Saint-Quay-Portrieux (commune non irisée),25,,BOULEVARD,DU GENERAL DE GAULLE,22325,Saint-Quay-Portrieux,RESIDENTIEL,24,65.378,2.724,3.178,200069409,22,53
2023,223250000,Saint-Quay-Portrieux (commune non irisée),13,,RUE,DU PRESIDENT LE SENECAL,22325,Saint-Quay-Portrieux,RESIDENTIEL,24,48.341,2.014,3.178,200069409,22,53
2023,026910205,Europe-Remicourt 5,12,,RUE,ALBERT CALMETTE,02691,Saint-Quentin,RESIDENTIEL,11,18.997,1.727,3.244,200071892,02,32
2023,026910205,Europe-Remicourt 5,10,,RUE,ALBERT CALMETTE,02691,Saint-Quentin,RESIDENTIEL,10,14.925,1.492,3.244,200071892,02,32
2023,026910103,Centre Ville 3,7,,RUE,BISSON,02691,Saint-Quentin,RESIDENTIEL,10,15.639,1.564,3.244,200071892,02,32
2023,026910207,Europe-Remicourt 7,6,,RUE,BOILEAU,02691,Saint-Quentin,RESIDENTIEL,12,13.082,1.09,3.244,200071892,02,32
2023,026910207,Europe-Remicourt 7,18,,RUE,BOILEAU,02691,Saint-Quentin,RESIDENTIEL,39,46.425,1.19,3.244,200071892,02,32
