date_heure,consommation_brute_gaz_totale,consommation_brute_electricite_rte,consommation_brute_totale
2023-09-24T05:30:00+00:00,,33282,
2023-09-24T07:30:00+00:00,,37936,
2023-09-24T08:00:00+00:00,21473.0,38963,60436.0
2023-09-24T11:00:00+00:00,19542.0,41198,60740.0
2023-09-24T11:30:00+00:00,,39703,
2023-09-24T12:30:00+00:00,,38035,
2023-09-24T17:00:00+00:00,20652.0,41288,61940.0
2023-09-24T21:30:00+00:00,,39950,
2023-09-25T01:00:00+00:00,22761.0,33006,55767.0
2023-09-25T02:30:00+00:00,,32831,
2023-09-25T06:00:00+00:00,29714.0,45912,75626.0
2023-09-25T07:00:00+00:00,29128.0,47169,76297.0
2023-09-25T15:00:00+00:00,27210.0,44462,71672.0
2023-09-25T17:30:00+00:00,,48405,
2023-09-25T19:00:00+00:00,29236.0,44070,73306.0
2023-09-25T23:30:00+00:00,,37299,
2023-09-26T01:00:00+00:00,21000.0,34997,55997.0
2023-09-26T02:30:00+00:00,,34550,
2023-09-26T04:30:00+00:00,,42776,
2023-09-26T06:00:00+00:00,32020.0,46302,78322.0
2023-09-26T08:00:00+00:00,29215.0,47778,76993.0
2023-09-26T10:00:00+00:00,26182.0,49249,75431.0
2023-09-26T13:30:00+00:00,,46044,
2023-09-26T18:00:00+00:00,28945.0,47829,76774.0
2023-09-26T19:00:00+00:00,27233.0,44491,71724.0
2023-09-26T20:00:00+00:00,25496.0,43170,68666.0
2023-09-26T22:30:00+00:00,,38298,
2023-09-27T00:00:00+00:00,20440.0,36866,57306.0
2023-09-27T01:00:00+00:00,19950.0,34965,54915.0
2023-09-27T07:00:00+00:00,30964.0,47576,78540.0
2023-09-27T11:00:00+00:00,25937.0,49263,75200.0
2023-09-27T15:30:00+00:00,,46067,
2023-09-27T17:30:00+00:00,,49132,
2023-09-27T18:00:00+00:00,29300.0,48236,77536.0
2023-09-27T18:30:00+00:00,,46465,
2023-09-27T21:30:00+00:00,,42893,
2023-09-27T22:30:00+00:00,,39043,
2023-09-28T00:00:00+00:00,19739.0,37737,57476.0
2023-09-28T02:00:00+00:00,19929.0,34811,54740.0
2023-09-28T06:00:00+00:00,30692.0,46638,77330.0
2023-09-28T06:30:00+00:00,,47004,
2023-09-28T07:00:00+00:00,29649.0,47620,77269.0
2023-09-28T10:30:00+00:00,,49672,
2023-09-28T14:00:00+00:00,23176.0,46066,69242.0
2023-09-28T14:30:00+00:00,,45914,
2023-09-28T18:30:00+00:00,,46291,
2023-09-28T21:00:00+00:00,25659.0,43363,69022.0
2023-09-28T21:30:00+00:00,,42701,
2023-09-28T22:00:00+00:00,22620.0,40956,63576.0
2023-09-28T22:30:00+00:00,,38911,
2023-09-28T23:00:00+00:00,21420.0,38761,60181.0
2023-09-28T23:30:00+00:00,,38099,
2023-09-29T00:30:00+00:00,,36314,
2023-09-29T06:00:00+00:00,28837.0,46517,75354.0
2023-09-29T06:30:00+00:00,,47320,
2023-09-29T08:00:00+00:00,28322.0,48437,76759.0
2023-09-29T08:30:00+00:00,,48620,
2023-09-29T14:00:00+00:00,23118.0,45009,68127.0
2023-09-29T14:30:00+00:00,,44729,
2023-09-29T15:30:00+00:00,,44965,
2023-09-29T21:00:00+00:00,24497.0,42809,67306.0
2023-09-29T23:30:00+00:00,,36843,
2023-09-30T02:00:00+00:00,17815.0,32545,50360.0
2023-09-30T05:30:00+00:00,,36238,
2023-09-30T06:30:00+00:00,,38857,
2023-09-30T08:30:00+00:00,,42039,
2023-09-30T09:30:00+00:00,,43657,
2023-09-30T11:00:00+00:00,20237.0,43834,64071.0
2023-09-30T12:30:00+00:00,,41595,
2023-09-30T15:00:00+00:00,20538.0,39642,60180.0
2023-09-30T15:30:00+00:00,,40019,
2023-09-30T19:00:00+00:00,21957.0,40270,62227.0
2023-09-30T22:30:00+00:00,,36391,
2023-10-01T00:00:00+00:00,18338.0,34722,53060.0
2023-10-01T03:00:00+00:00,24526.0,31155,55681.0
2023-10-01T05:30:00+00:00,,32885,
2023-10-01T09:30:00+00:00,,41707,
2023-10-01T11:00:00+00:00,18472.0,42083,60555.0
2023-10-01T14:00:00+00:00,17473.0,37975,55448.0
2023-10-01T15:00:00+00:00,20175.0,38089,58264.0
2023-10-01T15:30:00+00:00,,38630,
2023-10-01T20:00:00+00:00,21699.0,39761,61460.0
2023-10-01T21:00:00+00:00,20651.0,40234,60885.0
2023-10-02T00:00:00+00:00,20300.0,34230,54530.0
2023-10-02T01:00:00+00:00,19541.0,32538,52079.0
2023-10-02T03:30:00+00:00,,34431,
2023-10-02T05:00:00+00:00,31182.0,42321,73503.0
2023-10-02T14:30:00+00:00,,47488,
2023-10-02T21:30:00+00:00,,42871,
2023-10-02T22:00:00+00:00,21951.0,42582,64533.0
2023-08-28T07:00:00+00:00,27849.0,45575,73424.0
2023-08-28T09:00:00+00:00,27590.0,47756,75346.0
2023-08-28T09:30:00+00:00,,48565,
2023-08-28T10:00:00+00:00,26227.0,49100,75327.0
2023-08-28T10:30:00+00:00,,49034,
2023-08-28T15:00:00+00:00,23179.0,44147,67326.0
2023-08-28T16:30:00+00:00,,45947,
2023-08-28T17:00:00+00:00,26975.0,46089,73064.0
2023-08-28T17:30:00+00:00,,45520,
2023-08-28T18:00:00+00:00,27156.0,44367,71523.0
2023-08-28T18:30:00+00:00,,44233,
2023-08-28T23:30:00+00:00,,36868,
2023-08-29T02:00:00+00:00,21847.0,33887,55734.0
2023-08-29T03:30:00+00:00,,36379,
2023-08-29T05:00:00+00:00,30804.0,41288,72092.0
2023-08-29T05:30:00+00:00,,42774,
2023-08-29T08:30:00+00:00,,48042,
2023-08-29T09:30:00+00:00,,49347,
2023-08-29T10:00:00+00:00,29269.0,49659,78928.0
2023-08-29T11:30:00+00:00,,48346,
2023-08-29T14:00:00+00:00,24879.0,45560,70439.0
2023-08-29T15:30:00+00:00,,44799,
2023-08-29T16:30:00+00:00,,46387,
2023-08-29T20:30:00+00:00,,44127,
2023-08-29T21:30:00+00:00,,42337,
2023-08-30T00:00:00+00:00,22811.0,36800,59611.0
2023-08-30T01:00:00+00:00,22982.0,34869,57851.0
2023-08-30T02:30:00+00:00,,34363,
2023-08-30T05:00:00+00:00,31268.0,41730,72998.0
2023-08-30T08:00:00+00:00,30123.0,47689,77812.0
2023-08-30T09:00:00+00:00,27821.0,48648,76469.0
2023-08-30T10:00:00+00:00,25703.0,49842,75545.0
2023-08-30T17:00:00+00:00,29431.0,46764,76195.0
2023-08-30T18:30:00+00:00,,44896,
2023-08-30T19:00:00+00:00,28051.0,44567,72618.0
2023-08-30T20:30:00+00:00,,44622,
2023-08-30T21:30:00+00:00,,42678,
2023-08-30T22:30:00+00:00,,38567,
2023-08-30T23:30:00+00:00,,37826,
2023-08-31T02:30:00+00:00,,34713,
2023-08-31T03:00:00+00:00,21341.0,35922,57263.0
2023-08-31T04:00:00+00:00,28333.0,39242,67575.0
2023-08-31T09:00:00+00:00,28874.0,48900,77774.0
2023-08-31T10:00:00+00:00,27118.0,50215,77333.0
2023-08-31T11:30:00+00:00,,49091,
2023-08-31T12:30:00+00:00,,47891,
2023-08-31T16:30:00+00:00,,47455,
2023-08-31T20:00:00+00:00,26116.0,43619,69735.0
2023-08-31T21:00:00+00:00,24713.0,43715,68428.0
2023-08-31T22:30:00+00:00,,38798,
2023-08-31T23:00:00+00:00,21701.0,38655,60356.0
2023-09-01T03:30:00+00:00,,37332,
2023-09-01T04:00:00+00:00,25370.0,39251,64621.0
2023-09-01T08:00:00+00:00,28185.0,48392,76577.0
2023-09-01T08:30:00+00:00,,48849,
2023-09-01T11:30:00+00:00,,49037,
2023-09-01T12:30:00+00:00,,47908,
2023-09-01T18:00:00+00:00,26390.0,44766,71156.0
2023-09-01T20:00:00+00:00,23627.0,43461,67088.0
2023-09-01T20:30:00+00:00,,44482,
2023-09-02T06:00:00+00:00,21437.0,37152,58589.0
2023-09-02T12:00:00+00:00,17322.0,43164,60486.0
2023-09-02T13:00:00+00:00,16608.0,41917,58525.0
2023-09-02T14:00:00+00:00,16350.0,40867,57217.0
2023-09-03T05:30:00+00:00,,32525,
2023-09-03T06:00:00+00:00,15465.0,33747,49212.0
2023-09-03T09:00:00+00:00,17161.0,40882,58043.0
2023-09-03T11:30:00+00:00,,41765,
2023-09-03T13:30:00+00:00,,39339,
2023-09-03T14:00:00+00:00,14961.0,39096,54057.0
2023-09-03T16:30:00+00:00,,41858,
2023-09-03T19:30:00+00:00,,40995,
2023-09-03T20:00:00+00:00,16275.0,41161,57436.0
2023-09-03T23:00:00+00:00,17604.0,36197,53801.0
2023-09-04T01:30:00+00:00,,32596,
2023-09-04T03:00:00+00:00,20109.0,34495,54604.0
2023-09-04T09:30:00+00:00,,50932,
2023-09-04T12:30:00+00:00,,50635,
2023-09-04T18:30:00+00:00,,47334,
2023-09-04T20:00:00+00:00,20359.0,44880,65239.0
2023-09-04T23:00:00+00:00,19870.0,39172,59042.0
2023-09-05T00:30:00+00:00,,36840,
2023-09-05T03:30:00+00:00,,38191,
2023-09-05T06:00:00+00:00,27555.0,46794,74349.0
2023-09-05T06:30:00+00:00,,47812,
2023-09-05T12:00:00+00:00,21361.0,52143,73504.0
2023-09-05T21:30:00+00:00,,44014,
2023-09-06T00:00:00+00:00,21261.0,38178,59439.0
2023-09-06T01:30:00+00:00,,35621,
2023-09-06T06:30:00+00:00,,47903,
2023-09-06T14:00:00+00:00,23784.0,50539,74323.0
2023-09-06T14:30:00+00:00,,50179,
2023-09-06T15:30:00+00:00,,49943,
2023-09-06T16:30:00+00:00,,51271,
2023-09-06T17:30:00+00:00,,49711,
2023-09-06T18:30:00+00:00,,48380,
2023-09-06T20:30:00+00:00,,46694,
2023-09-06T21:00:00+00:00,23760.0,45143,68903.0
2023-09-07T00:00:00+00:00,21122.0,38416,59538.0
2023-09-07T00:30:00+00:00,,37255,
2023-10-14T21:30:00+00:00,,40528,
2023-10-15T01:00:00+00:00,22600.0,32832,55432.0
2023-10-15T03:30:00+00:00,,31833,
2023-10-15T04:30:00+00:00,,33088,
2023-10-15T05:00:00+00:00,22162.0,33802,55964.0
2023-10-15T05:30:00+00:00,,34409,
2023-10-15T07:00:00+00:00,24802.0,37734,62536.0
2023-10-15T07:30:00+00:00,,39016,
2023-10-15T10:00:00+00:00,24158.0,44081,68239.0
2023-10-15T10:30:00+00:00,,44310,
2023-10-15T11:30:00+00:00,,41033,
2023-10-15T12:30:00+00:00,,39089,
2023-10-15T14:30:00+00:00,,37365,
2023-10-15T15:00:00+00:00,22394.0,37833,60227.0
2023-10-15T18:00:00+00:00,25802.0,43834,69636.0
2023-10-15T21:00:00+00:00,22130.0,42016,64146.0
2023-10-16T01:30:00+00:00,,34239,
2023-10-16T03:00:00+00:00,34181.0,36307,70488.0
2023-10-16T04:30:00+00:00,,43844,
2023-10-16T12:30:00+00:00,,48565,
2023-10-16T14:30:00+00:00,,45757,
2023-10-16T17:30:00+00:00,,52475,
2023-10-16T23:00:00+00:00,27076.0,41677,68753.0
2023-10-17T03:30:00+00:00,,41334,
2023-10-17T08:00:00+00:00,44572.0,52571,97143.0
2023-10-17T11:00:00+00:00,36033.0,51877,87910.0
2023-10-17T13:00:00+00:00,32762.0,48577,81339.0
2023-10-17T13:30:00+00:00,,47753,
2023-10-17T15:00:00+00:00,32798.0,46652,79450.0
2023-10-17T17:00:00+00:00,37437.0,53337,90774.0
2023-10-17T21:30:00+00:00,,45577,
2023-10-18T01:30:00+00:00,,37490,
2023-10-18T03:30:00+00:00,,40670,
2023-10-18T05:00:00+00:00,39296.0,48403,87699.0
2023-10-18T09:00:00+00:00,36867.0,52951,89818.0
2023-10-18T16:00:00+00:00,35154.0,50718,85872.0
2023-10-18T17:30:00+00:00,,53091,
2023-10-18T18:30:00+00:00,,48941,
2023-10-18T19:30:00+00:00,,46070,
2023-10-18T21:30:00+00:00,,45687,
2023-10-18T22:00:00+00:00,24441.0,44211,68652.0
2023-10-18T22:30:00+00:00,,41643,
2023-10-19T02:30:00+00:00,,36960,
2023-10-19T11:30:00+00:00,,50678,
2023-10-19T14:00:00+00:00,30343.0,47343,77686.0
2023-10-19T17:30:00+00:00,,51428,
2023-10-20T04:00:00+00:00,31750.0,41969,73719.0
2023-10-20T06:00:00+00:00,34808.0,49278,84086.0
2023-10-20T09:30:00+00:00,,52117,
2023-10-20T12:00:00+00:00,31696.0,49536,81232.0
2023-10-20T15:00:00+00:00,30067.0,45816,75883.0
2023-10-20T15:30:00+00:00,,46705,
2023-10-20T18:00:00+00:00,32580.0,48567,81147.0
2023-10-21T01:00:00+00:00,24051.0,36153,60204.0
2023-10-21T03:00:00+00:00,26322.0,35373,61695.0
2023-10-21T04:30:00+00:00,,37543,
2023-10-21T09:00:00+00:00,31143.0,45882,77025.0
2023-10-21T10:30:00+00:00,,48243,
2023-10-21T13:30:00+00:00,,42732,
2023-10-21T15:30:00+00:00,,42550,
2023-10-21T18:00:00+00:00,30112.0,45448,75560.0
2023-10-21T19:00:00+00:00,28845.0,43157,72002.0
2023-10-21T22:30:00+00:00,,39598,
2023-10-21T23:00:00+00:00,27816.0,39154,66970.0
2023-10-21T23:30:00+00:00,,38699,
2023-10-22T00:30:00+00:00,,36331,
2023-10-22T01:00:00+00:00,29031.0,35572,64603.0
2023-10-22T08:30:00+00:00,,42959,
2023-10-22T09:00:00+00:00,31247.0,43745,74992.0
2023-10-22T12:00:00+00:00,26445.0,41139,67584.0
2023-10-22T13:00:00+00:00,25380.0,39608,64988.0
2023-10-22T14:30:00+00:00,,38408,
2023-10-22T15:30:00+00:00,,39677,
2023-10-22T19:00:00+00:00,30636.0,42869,73505.0
2023-10-22T20:30:00+00:00,,43620,
2023-10-22T21:00:00+00:00,27595.0,43030,70625.0
2023-10-22T22:00:00+00:00,31084.0,41262,72346.0
2023-10-23T02:30:00+00:00,,35877,
2023-10-23T03:00:00+00:00,35692.0,37454,73146.0
2023-10-23T05:30:00+00:00,,48927,
2023-10-23T06:00:00+00:00,47220.0,50158,97378.0
2023-10-23T11:00:00+00:00,44245.0,53935,98180.0
2023-10-23T11:30:00+00:00,,53276,
2023-10-23T14:00:00+00:00,42276.0,49432,91708.0
2023-10-23T18:00:00+00:00,43107.0,51701,94808.0
2023-10-23T18:30:00+00:00,,49714,
2023-10-23T19:00:00+00:00,39981.0,48038,88019.0
2023-10-24T03:30:00+00:00,,40928,
2023-10-24T05:00:00+00:00,48051.0,48560,96611.0
2023-10-24T06:30:00+00:00,,51884,
2023-10-24T07:00:00+00:00,48323.0,52522,100845.0
2023-10-24T08:30:00+00:00,,53054,
2023-10-24T12:30:00+00:00,,49935,
2023-10-24T14:00:00+00:00,38415.0,47763,86178.0
2023-10-24T21:00:00+00:00,33841.0,47091,80932.0
2023-10-24T22:30:00+00:00,,42636,
2023-10-25T02:30:00+00:00,,38814,
2023-10-25T05:30:00+00:00,,50331,
2023-10-25T15:30:00+00:00,,49342,
2023-10-25T21:00:00+00:00,33372.0,47609,80981.0
2023-09-17T19:00:00+00:00,17347.0,41634,58981.0
2023-09-17T19:30:00+00:00,,40452,
2023-09-17T23:30:00+00:00,,35477,
2023-09-18T01:30:00+00:00,,32779,
2023-09-18T02:00:00+00:00,19075.0,32924,51999.0
2023-09-18T03:00:00+00:00,20327.0,34848,55175.0
2023-09-18T06:00:00+00:00,25208.0,46389,71597.0
2023-09-18T07:30:00+00:00,,48426,
2023-09-18T13:00:00+00:00,21361.0,48337,69698.0
2023-09-18T14:00:00+00:00,20491.0,47151,67642.0
2023-09-18T14:30:00+00:00,,46618,
2023-09-18T15:30:00+00:00,,46356,
2023-09-18T18:00:00+00:00,24109.0,47602,71711.0
2023-09-18T20:30:00+00:00,,44312,
2023-09-18T22:30:00+00:00,,38118,
2023-09-19T02:00:00+00:00,19502.0,34675,54177.0
2023-09-19T02:30:00+00:00,,34968,
2023-09-19T04:30:00+00:00,,42925,
2023-09-19T08:00:00+00:00,25672.0,48393,74065.0
2023-09-19T08:30:00+00:00,,48855,
2023-09-19T09:30:00+00:00,,49881,
2023-09-19T10:00:00+00:00,24595.0,50181,74776.0
2023-09-19T10:30:00+00:00,,50234,
2023-09-19T15:30:00+00:00,,45979,
2023-09-19T16:00:00+00:00,22022.0,46685,68707.0
2023-09-19T22:30:00+00:00,,38629,
2023-09-20T05:00:00+00:00,26147.0,44305,70452.0
2023-09-20T08:30:00+00:00,,48903,
2023-09-20T09:00:00+00:00,25468.0,49489,74957.0
2023-09-20T15:00:00+00:00,21576.0,46189,67765.0
2023-09-20T15:30:00+00:00,,46294,
2023-09-20T18:30:00+00:00,,46252,
2023-09-20T19:30:00+00:00,,43677,
2023-09-20T20:00:00+00:00,21044.0,43970,65014.0
2023-09-20T21:00:00+00:00,20129.0,43846,63975.0
2023-09-20T23:30:00+00:00,,38324,
2023-09-21T02:30:00+00:00,,35106,
2023-09-21T03:30:00+00:00,,37586,
2023-09-21T05:00:00+00:00,26336.0,44661,70997.0
2023-09-21T06:00:00+00:00,26854.0,46826,73680.0
2023-09-21T07:00:00+00:00,27488.0,48511,75999.0
2023-09-21T07:30:00+00:00,,48862,
2023-09-21T12:30:00+00:00,,48315,
2023-09-21T14:30:00+00:00,,46006,
2023-09-21T18:30:00+00:00,,45529,
2023-09-21T22:00:00+00:00,22247.0,40481,62728.0
2023-09-21T23:30:00+00:00,,37604,
2023-09-22T00:00:00+00:00,19944.0,36970,56914.0
2023-09-22T01:00:00+00:00,19581.0,35154,54735.0
2023-09-22T08:30:00+00:00,,48764,
2023-09-22T09:00:00+00:00,28133.0,49081,77214.0
2023-09-22T15:00:00+00:00,22884.0,44095,66979.0
2023-09-22T18:00:00+00:00,27653.0,46193,73846.0
2023-09-22T18:30:00+00:00,,44699,
2023-09-22T23:00:00+00:00,18198.0,37532,55730.0
2023-09-23T04:30:00+00:00,,34991,
2023-09-23T06:30:00+00:00,,38825,
2023-09-23T08:30:00+00:00,,41808,
2023-09-23T11:30:00+00:00,,42070,
2023-09-23T13:30:00+00:00,,39139,
2023-09-23T16:00:00+00:00,20244.0,39441,59685.0
2023-09-23T16:30:00+00:00,,40374,
2023-09-23T17:30:00+00:00,,41954,
2023-09-23T19:00:00+00:00,20903.0,40133,61036.0
2023-09-23T19:30:00+00:00,,39049,
2023-09-24T01:00:00+00:00,17773.0,32600,50373.0
2023-09-24T01:30:00+00:00,,31827,
2023-09-24T04:30:00+00:00,,32753,
2023-09-24T05:30:00+00:00,,33282,
2023-09-24T07:30:00+00:00,,37936,
2023-09-24T08:00:00+00:00,21473.0,38963,60436.0
2023-09-24T11:00:00+00:00,19542.0,41198,60740.0
2023-09-24T11:30:00+00:00,,39703,
2023-09-24T12:30:00+00:00,,38035,
2023-09-24T17:00:00+00:00,20652.0,41288,61940.0
2023-09-24T21:30:00+00:00,,39950,
2023-09-25T01:00:00+00:00,22761.0,33006,55767.0
2023-09-25T02:30:00+00:00,,32831,
2023-09-25T06:00:00+00:00,29714.0,45912,75626.0
2023-09-25T07:00:00+00:00,29128.0,47169,76297.0
2023-09-25T15:00:00+00:00,27210.0,44462,71672.0
2023-09-25T17:30:00+00:00,,48405,
2023-09-25T19:00:00+00:00,29236.0,44070,73306.0
2023-09-25T23:30:00+00:00,,37299,
2023-09-26T01:00:00+00:00,21000.0,34997,55997.0
2023-09-26T02:30:00+00:00,,34550,
2023-09-26T04:30:00+00:00,,42776,
2023-09-26T06:00:00+00:00,32020.0,46302,78322.0
2023-09-26T08:00:00+00:00,29215.0,47778,76993.0
2023-09-26T10:00:00+00:00,26182.0,49249,75431.0
2023-09-26T13:30:00+00:00,,46044,
2023-09-26T18:00:00+00:00,28945.0,47829,76774.0
2023-09-26T19:00:00+00:00,27233.0,44491,71724.0
2023-09-26T20:00:00+00:00,25496.0,43170,68666.0
2023-09-26T22:30:00+00:00,,38298,
2023-09-27T00:00:00+00:00,20440.0,36866,57306.0
2023-09-27T01:00:00+00:00,19950.0,34965,54915.0
2023-09-27T07:00:00+00:00,30964.0,47576,78540.0
2023-09-27T11:00:00+00:00,25937.0,49263,75200.0
2023-09-27T15:30:00+00:00,,46067,
2023-09-27T18:00:00+00:00,29300.0,48236,77536.0
2023-09-27T18:30:00+00:00,,46465,
2023-09-27T21:30:00+00:00,,42893,
2023-09-27T22:30:00+00:00,,39043,
2023-09-28T00:00:00+00:00,19739.0,37737,57476.0
2023-09-28T02:00:00+00:00,19929.0,34811,54740.0
2023-09-28T06:00:00+00:00,30692.0,46638,77330.0
2023-09-28T06:30:00+00:00,,47004,
2023-09-28T07:00:00+00:00,29649.0,47620,77269.0
2023-09-28T10:30:00+00:00,,49672,
2023-09-28T14:00:00+00:00,23176.0,46066,69242.0
2023-09-28T14:30:00+00:00,,45914,
2023-09-28T18:30:00+00:00,,46291,
2023-09-28T21:00:00+00:00,25659.0,43363,69022.0
2023-09-28T21:30:00+00:00,,42701,
2023-09-28T22:00:00+00:00,22620.0,40956,63576.0
2023-09-28T22:30:00+00:00,,38911,
2023-09-28T23:00:00+00:00,21420.0,38761,60181.0
2023-09-28T23:30:00+00:00,,38099,
2023-09-29T00:30:00+00:00,,36314,
2023-09-29T06:00:00+00:00,28837.0,46517,75354.0
2023-09-29T06:30:00+00:00,,47320,
2023-09-29T08:00:00+00:00,28322.0,48437,76759.0
2023-09-29T08:30:00+00:00,,48620,
2023-09-29T14:00:00+00:00,23118.0,45009,68127.0
2023-09-29T14:30:00+00:00,,44729,
2023-09-29T15:30:00+00:00,,44965,
2023-09-29T21:00:00+00:00,24497.0,42809,67306.0
2023-09-29T23:30:00+00:00,,36843,
2023-09-30T02:00:00+00:00,17815.0,32545,50360.0
2023-09-30T05:30:00+00:00,,36238,
2023-09-30T06:30:00+00:00,,38857,
2023-09-30T08:30:00+00:00,,42039,
2023-09-30T09:30:00+00:00,,43657,
2023-09-30T11:00:00+00:00,20237.0,43834,64071.0
2023-09-30T12:30:00+00:00,,41595,
2023-09-30T15:00:00+00:00,20538.0,39642,60180.0
2023-09-30T15:30:00+00:00,,40019,
2023-09-30T19:00:00+00:00,21957.0,40270,62227.0
2023-09-30T22:30:00+00:00,,36391,
2023-10-01T00:00:00+00:00,18338.0,34722,53060.0
2023-10-01T03:00:00+00:00,24526.0,31155,55681.0
2023-10-01T05:30:00+00:00,,32885,
2023-10-01T09:30:00+00:00,,41707,
2023-10-01T11:00:00+00:00,18472.0,42083,60555.0
2023-10-01T14:00:00+00:00,17473.0,37975,55448.0
2023-10-01T15:00:00+00:00,20175.0,38089,58264.0
2023-10-01T15:30:00+00:00,,38630,
2023-10-01T20:00:00+00:00,21699.0,39761,61460.0
2023-10-01T21:00:00+00:00,20651.0,40234,60885.0
2023-10-02T00:00:00+00:00,20300.0,34230,54530.0
2023-10-02T01:00:00+00:00,19541.0,32538,52079.0
2023-10-02T03:30:00+00:00,,34431,
2023-10-02T05:00:00+00:00,31182.0,42321,73503.0
2023-10-02T14:30:00+00:00,,47488,
2023-10-02T21:30:00+00:00,,42871,
2023-10-02T22:00:00+00:00,21951.0,42582,64533.0
2023-10-03T03:30:00+00:00,,38055,
2023-10-03T05:00:00+00:00,25829.0,46354,72183.0
2023-10-03T06:30:00+00:00,,49928,
2023-10-03T08:00:00+00:00,25560.0,50805,76365.0
2023-10-03T08:30:00+00:00,,51237,
2023-10-03T11:30:00+00:00,,50451,
2023-10-03T16:00:00+00:00,26053.0,47862,73915.0
2023-10-03T16:30:00+00:00,,49429,
2023-10-03T19:00:00+00:00,26098.0,46190,72288.0
2023-10-03T20:30:00+00:00,,45427,
2023-10-04T03:00:00+00:00,26107.0,34716,60823.0
2023-10-04T08:30:00+00:00,,49438,
2023-10-04T09:00:00+00:00,30985.0,49878,80863.0
2023-10-04T14:30:00+00:00,,44218,
2023-10-04T18:30:00+00:00,,45296,
2023-10-04T19:00:00+00:00,28762.0,43699,72461.0
2023-10-04T20:00:00+00:00,27462.0,42355,69817.0
2023-10-04T20:30:00+00:00,,43478,
2023-10-05T05:00:00+00:00,37056.0,46241,83297.0
2023-10-05T06:30:00+00:00,,48113,
2023-10-05T07:00:00+00:00,36217.0,48235,84452.0
2023-10-05T08:30:00+00:00,,48778,
2023-10-05T09:30:00+00:00,,49614,
2023-10-05T12:30:00+00:00,,47649,
2023-10-05T14:30:00+00:00,,45346,
2023-10-05T18:30:00+00:00,,45878,
2023-10-06T02:00:00+00:00,20589.0,35603,56192.0
2023-10-06T03:00:00+00:00,21023.0,36968,57991.0
2023-10-06T04:00:00+00:00,32500.0,41221,73721.0
2023-10-06T11:00:00+00:00,27064.0,49024,76088.0
2023-10-06T13:00:00+00:00,25164.0,46284,71448.0
2023-10-06T13:30:00+00:00,,45526,
2023-10-06T16:00:00+00:00,28819.0,45136,73955.0
2023-10-06T16:30:00+00:00,,46202,
2023-10-06T19:00:00+00:00,27753.0,43831,71584.0
2023-10-07T00:00:00+00:00,19001.0,36994,55995.0
2023-10-07T07:30:00+00:00,,41408,
2023-10-07T09:00:00+00:00,23417.0,42975,66392.0
2023-10-07T15:00:00+00:00,21220.0,39178,60398.0
2023-10-07T15:30:00+00:00,,39651,
2023-10-07T19:00:00+00:00,22772.0,40006,62778.0
2023-10-07T19:30:00+00:00,,38985,
2023-10-07T20:00:00+00:00,21125.0,39726,60851.0
2023-11-16T02:30:00+00:00,,44475,
2023-11-16T10:00:00+00:00,64744.0,60787,125531.0
2023-11-16T11:30:00+00:00,,61269,
2023-11-16T12:00:00+00:00,58590.0,60106,118696.0
2023-11-16T17:00:00+00:00,63273.0,61156,124429.0
2023-11-16T20:00:00+00:00,57635.0,54627,112262.0
2023-11-16T22:00:00+00:00,50038.0,53808,103846.0
2023-11-17T03:30:00+00:00,,45432,
2023-11-17T07:30:00+00:00,,60240,
2023-11-17T08:30:00+00:00,,60409,
2023-11-17T12:00:00+00:00,59408.0,57981,117389.0
2023-11-17T14:00:00+00:00,57241.0,54449,111690.0
2023-11-17T17:00:00+00:00,66023.0,59677,125700.0
2023-11-17T18:30:00+00:00,,59104,
2023-11-17T19:00:00+00:00,63533.0,57202,120735.0
2023-11-17T21:00:00+00:00,56255.0,53386,109641.0
2023-11-17T22:00:00+00:00,51426.0,53907,105333.0
2023-11-18T04:00:00+00:00,39999.0,44458,84457.0
2023-11-18T07:00:00+00:00,57638.0,50170,107808.0
2023-11-18T07:30:00+00:00,,51442,
2023-11-18T09:30:00+00:00,,53745,
2023-11-18T10:30:00+00:00,,54808,
2023-11-18T13:00:00+00:00,45903.0,52120,98023.0
2023-11-18T13:30:00+00:00,,51313,
2023-11-18T14:30:00+00:00,,49874,
2023-11-18T17:00:00+00:00,48185.0,54143,102328.0
2023-11-18T19:00:00+00:00,45638.0,51917,97555.0
2023-11-18T20:00:00+00:00,43404.0,49417,92821.0
2023-11-18T20:30:00+00:00,,48460,
2023-11-18T21:30:00+00:00,,50804,
2023-11-18T22:30:00+00:00,,50043,
2023-11-18T23:00:00+00:00,37852.0,48517,86369.0
2023-11-19T00:00:00+00:00,38112.0,45645,83757.0
2023-11-19T01:00:00+00:00,38467.0,44558,83025.0
2023-11-19T06:30:00+00:00,,42954,
2023-11-19T07:30:00+00:00,,44942,
2023-11-19T08:30:00+00:00,,46988,
2023-11-19T17:00:00+00:00,45714.0,51313,97027.0
2023-11-19T18:30:00+00:00,,52099,
2023-11-19T19:00:00+00:00,44550.0,50809,95359.0
2023-11-19T22:30:00+00:00,,48329,
2023-11-20T02:30:00+00:00,,42276,
2023-11-20T03:00:00+00:00,50847.0,42295,93142.0
2023-11-20T03:30:00+00:00,,42827,
2023-11-20T12:30:00+00:00,,57944,
2023-11-20T13:30:00+00:00,,57115,
2023-11-20T14:30:00+00:00,,55916,
2023-11-20T16:30:00+00:00,,59618,
