annee,consommation_brute_gaz_grtgaz,statut_grtgaz,consommation_brute_gaz_terega,statut_terega,consommation_brute_gaz_totale,consommation_brute_electricite_rte,consommation_corrigee_electricite_rte,statut_rte,consommation_brute_totale
2023,358327,Consolidé,22169,Consolidé,380496,437432,445724,Définitif,817928
